,Emotion,Sentence
879,Enjoyment,thân là người yêu mình mong cậu có thể giống được như đôi mặc áo nâu ❤️
1622,Sadness,😑 sao cái kết gì mà buồn vậy
1041,Other,cô ơi nhiệt tình là tốt nhưng bản thân phải an toàn trước 😗
510,Sadness,"nói mưa là mưa v chời , tôi còn đi chơi đi học nữa mừ ."
765,Other,"1 vị đắng của mưu sinh , 1 vị ngọt của hạnh phúc gia đình"
214,Enjoyment,per xinh nhỉ :)) ngày xưa cũng xem phim này mà không để ý có cả bả
1743,Disgust,"bởi đây là lý do tao không muốn xem điện thoại người yêu , nếu không nó xanh cỏ lâu rồi 😑"
447,Enjoyment,còn gì hạnh phúc hơn trong cuộc sống này ♥️
756,Anger,ai cũng từng bị bố mẹ chửi mắng . em ấy cũng vậy . là người lớn chúng ta lắng nghe và chia sẻ . nhiều người già rồi mà phát ngôn xấc xược láo toét mất dạy không thể chấp nhận được . chả bằng được cái đứa con nít còn tỏ vẻ ta đây
1641,Disgust,thớt làm chị mà ích kỉ vãi ...
759,Disgust,mấy thanh niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy 😂😂😊
596,Enjoyment,tuổi thơ của tôi =))
1064,Other,việt nam cái gì cũng có thể ăn được
999,Disgust,per đang ăn mà sao cứ chỉa trym vô hoài z khắm s ăn 🙂
1308,Sadness,khóc muốn rơi cả mắt
288,Enjoyment,kích thích vãi
357,Fear,ám ảnh thật sự
1015,Sadness,per huhu em không biết phải đi xem phim với ai nữa 😭
554,Sadness,per gần nhà c ơi . hic hic
787,Other,"tại cái gậy thôi , còn đâu là vẫn đẹp"
458,Anger,"cái thằng adim này mày xàm quá oy đấy , biến khỏi trang tao nhé"
372,Anger,đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết :((
721,Sadness,nhờ cái bếp như này . mà hồi nhỏ tao suýt đốt cả nhà và bị chửi đó :((
1658,Disgust,"hốt về cháu có bón được cơm , mớm được sữa cho nó mỗi ngày không ?? nó chơi game cháu có rửa chân bón cơm để nó chơi nốt ván không ???? mai cô ship tận giường nuôn"
839,Sadness,đọc tin nhắn đầu thấy cay cay ngay mũi
1092,Enjoyment,per người yêu công sở nè 😂😂
1353,Enjoyment,vậy là hên rồi
317,Other,per chiều anh bắn chưởng để em quay nhé
1499,Enjoyment,per nghe chưa nhân viên mới ... kk
205,Other,ngáo nó có cắn đâu ??????
981,Disgust,dị ứng với kiểu nhắn tin riêng tư mà cả thế giới đều biết
1248,Enjoyment,cười ỉa 😂😂 thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ họng
1180,Disgust,"em rất duyên , và có khiếu hài hước , nhìn mặt em thôi là chị đã muốn cười , ba mẹ chửi mà vẫn vui tươi như vậy thì đáng khích lệ mà , sao nhiều người bình luận nặng lời thế không biết , chỉ là vui thôi mà"
763,Disgust,"má nó , mặc dù không có ý kì thị nhưng dume cảnh 2 thằng hôn nhau buông nôn vãi"
1195,Enjoyment,per lên lịch hẹn hò nhanh
1088,Disgust,không biết chuyện gia đình người ta nhưng nhình mặt bà cũng thảo là thấy không có cảm tình ngay từ đầu .... mà nhờ bài viết này mới biết king coffee là của bả ... phải công nhận là nó uống dở thiệt .....
184,Disgust,nóng thế này cái thứ mày cho cũng không ăn
1561,Sadness,tiếc quá ! nguyên nhân
1024,Enjoyment,ấm lòng vãi huhu
411,Anger,thế không tính vậy thì muốn cái bệnh viện thành mẹ cái bãi giữ xe à :))
1147,Enjoyment,ngầu vãi lìn luôn á :)))
497,Enjoyment,giờ tao mới hiểu được hết những gì mà trước đây đọc bình luận tao đéo ’ hiểu 😂😂😂
1930,Enjoyment,"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 500d ."
575,Sadness,tôi khóc lun ... huhu
1515,Enjoyment,má như người yêu ??
31,Other,t chưa được rơi vào hoàn cảnh này nên cũng không biết nữa
319,Enjoyment,thề chứ .. phim nay xem đi xem lại không thấy chán ... vẫn như mớinxem vậy
1451,Sadness,không biết vì sao họ vẫn cười nhưng mình thì khóc ...
360,Other,cho đi luôn bớt lo
1945,Surprise,đoạn phim thôi mà ý nghĩa thế
1444,Disgust,"lông xấu , không mượt bằng con ngu kia được"
1226,Other,"cái này gọi là truyền thống , không thể nói là quên được"
652,Other,"đấy ... y đâu cần phải to tác , phải gào lên cho cả thế giới biết ."
712,Enjoyment,per haha sao tôi nghĩ tới em liền luôn á
39,Other,chưa chia tay nữa mà còn khó đây
1604,Disgust,thế đéo nào nó lại kẻ dưới đấy nhỉ
57,Disgust,oai đéo gì cái trêu gái :)
1014,Other,mình nghĩ bà thảo chiếm được công tình yêu là sẽ bán ngay cổ phần cho đại gia bên thái lan nào đó .. mong là chuyện này không bao giờ xảy ra
348,Other,lâu lâu lại mong mất điện để nấu cơm rác . nk mát 1 tí . chứ cứ 42 độ có mà khỏi ăn
740,Sadness,tội nghiệp thằng bé :)))) chúng mày bốc đâu mấy cái thẻ hay thế ??? :v
664,Other,áp dụng với đứa yêu mày thôi nha
591,Enjoyment,chời má . ngọt chết tao rồi :))))))
62,Fear,"per đó là lý do tại sao em luôn nói với anh , có gì cũng phải nói ra"
618,Anger,"phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác ."
493,Sadness,xài vietcombank sinh nhật cũng không được chúc luôn :((
609,Enjoyment,hôm đấy bổn cung về quê báo hiếu cha mẹ .
984,Enjoyment,chỉ có được cái chữ đẹp . hihihi ...
1148,Enjoyment,trời má cute vãi lozzzz
458,Sadness,là do bản thân tao ngu thôi
328,Anger,cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn
581,Enjoyment,không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y như là mất tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭
1652,Other,nhân quả đến sớm lắm . đăng lên làm gì :)))
1444,Sadness,nhìn cái bà này tôi chỉ muốn xoạc bà 1 cái . sao bà không là con trai nhỉ . ông trời quá là trêu người rồi
184,Enjoyment,cho dù em có dành được bao nhiêu học bổng đi chăng nữa nhưng mãi mãi em sẽ không thể có được tôi 😅
1279,Enjoyment,đã xem 2 lần bộ phim này 😁
780,Sadness,"ôi vãi , mày thật bất hạnh vì có lũ bạn như thế"
1568,Disgust,"đây là tây chứ mấy thằng việt nam như này , đảm bảo kêu ngáo đá :vậy"
1211,Enjoyment,xin lỗi đây mình vẫn nấu nhé
1881,Disgust,bỏ quên não đó chứ đâu phải rác 😂
556,Enjoyment,"phim này quá hay . xem đi xem lại mãi không chán . đặt tay lên ngực "" mọi chuyện đều ổn "" câu nói kinh điển"
329,Fear,"thôi xong , biết thế tém tém lại ."
702,Anger,"gym thì liên quan cặc gì đến bede , tuy gym nhưng người ta còn siêng tập nặng hơn mấy tụi bây nhé"
1107,Enjoyment,mình bình luận chủ yếu muốn khoe mình là fan cứng thôi :)) các bạn không cần để ý
1226,Anger,bất cái con cặc . 21 cái trung thu tao vẫn 1 mình . tao có thấy bất hạnh đâu . khẩu nghiệp
1005,Sadness,số tao không được ăn uống mà :((
614,Other,rửa bát cũng được nấu cơm cũng được giặt quần áo cũng được miễn là có ba mẹ vợ con là được . làm gì cũng được
1119,Disgust,dume cho vào bảo tàng làm lồn gì -.- nhà khoa hc đã nghiên cứu sừng tê giác như móng tay của bạn thế sao không đem về mà chữa bênh đụ má rảnh ghê :((
1686,Enjoyment,cô quét đi cô cho cháu hốt về với =)))
953,Disgust,"tránh xa nó ra , nó ngáo đó , 8h sáng mà nó đòi đi ngủ là hiểu rồi"
0,Other,hỏi nhiều nó lại cho vào đối tượng truy nã 😏
364,Anger,per nhớ lại vẫn còn tức á cái lol mẹ
646,Other,lo tương lai bị bỏ rơi của chú đi :vậy
924,Enjoyment,và sếp tốt có thể giúp ta vui vẻ từ sáng thứ hai cho đến tối chủ nhật 😀
311,Enjoyment,lại tạo điều kiện cho mấy chị fa vào thả thính . :))
1745,Anger,muốn nhai luôn cả trái đất
859,Enjoyment,"per lại nhớ chiều nay , buồn cười sấp mặt luôn . :v dù mệt nhưng ngày nào tan làm cũng muốn được đèo đưa đi ăn kem , ăn đồ chua , ăn miến trộn như hôm nay cerrrr :v"
281,Fear,không ngờ tin nhắn riêng tư cũng phải kiêng nể nhắn tin để lỡ có bị chụp vẫn thấy chả sao
1417,Enjoyment,tao cũng ước mình có 1 tình yêu như ông bà ❤
1150,Sadness,đau đớn quá sao phải tham mấy đồng tiền đó nhỉ
1545,Disgust,quả này lại là nhà dột từ nóc rồi ;((
1361,Sadness,"mong là chuyện không có thật , chứ có thật thì đau lòng vãi ra 😪😪"
71,Fear,per nguy hiểm luôn rình rập xung quanh chúng ta :((
1811,Enjoyment,trắc đấy là nyc của nó 🤣
956,Other,đừng hỏi tại sao giới tính cứ bị bẻ cong
1514,Sadness,khóc hết nước mắt 😞😞
1407,Disgust,đúng là chó cậy chủ mà 🤣
719,Disgust,chấp nhận đi mày .. chửi gì dữ vậy ..! mỗi người mổ việc mà ... nếu không thích thì kiếm việc khác mà làm ..
1589,Sadness,":))) ở đoạn đó hồi năm nhất tao "" được "" họ lấy 100k , vì sáng sớm đem duy nhất 100k trong túi , thế là nộp luôn :))))"
314,Other,per đọc nhầm con nhện thành con gián :)) thật khó hiểu
618,Other,may mà bà già bảo năm hạn đừng đi chứ không hạn thật
793,Disgust,cái giống mắc zại nhất từng thấy :))
388,Anger,bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vào . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn này bắn cmm nó đi . quá là ác
38,Disgust,đéo có não à
1650,Disgust,"không biết bác dạy ra sao mà đến nỗi . còn tao dạy nhận tiền mặt , dạy 10 ngày là phụ huynh trả luôn tiền tháng đó chứ không có nhập nhằng gì hết"
877,Other,"thực ra bị bóc trên mạng thì thường là bẩn thỉu , không phân quê quán"
1611,Disgust,ôi không đọc được bài của chị thì em vẫn tin tưởng cái group đấy lắm
727,Disgust,"tính ra là 1 cuộn keo 2 mặt sẽ giải quyết được moiij chuyện =)) , cơ mà ý thức như lồn thật :v"
1663,Disgust,"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê thế"
840,Sadness,khổ thân các cháu
1048,Disgust,"nước bẩn quá , toàn rác !"
1083,Sadness,chỉ những người độc thân thôi
1796,Enjoyment,nhìn cái muốn cong :d
1442,Disgust,"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà"
926,Disgust,"t đợi cái post về loài hãm lòn này lâu lắm rồi nhá . dcm nhìn ngốc nghếch thế thôi mà dữ lắm luôn , có lần tao cúi xuống cầm gậy đuổi nó vào chuồng mà nhân lúc tao sơ hở rón rén đến suýt táp vào đít tao . lúc ấy sợ tụt lòn vì chỉ còn có 2 bước nữa thôi là nó đớp gọn tao rồi .... có hôm tao vừa ngờ nghệch ra vườn hóng mát thì cả đàn , cả đàn nhé . dí tao chạy quanh vườn , con nào con nấy vênh cổ lên chạy theo tao . nhờ nó mà suýt chút nữa tao chết vì đau tim ...."
174,Enjoyment,ly hôn cũng phải hoành tráng chứ .. còn phải làm to hơn kết hôn mới được 🤣
1851,Disgust,mèo nhìn dễ thương mà ác vãi < 3
1549,Enjoyment,dễ thương vậy chời
60,Anger,bạn gái trong ảnh lưu hình gửi cho công an xã chết con mẹ bọn nó đi :)))
624,Disgust,các bạn buồn cười vãi cả đái . người ta đỗ ở đường chứ có phải trong nhà bạn đéo đâu mà nhặng lên .
1359,Disgust,ngu chưa . đăng lên để rồi bị chửi
1410,Enjoyment,nhìn con bé thấy cưng ghê chị ơi
1366,Disgust,per anh bạn tồi nhất quả đất này
1294,Disgust,cho ̣ c mù mắt tao đi 🤣🤣
1620,Enjoyment,đồng đội chơi tốt quá hahaaa
147,Fear,kinh vãi
693,Other,lợi ích của việc không nghe lời vợ ??
598,Anger,cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà lầu xe hơi thì lấy ở đâu ???????? không phải đùn đẩy .... cho về hết bọn nó mới hết không tìm ra nguyên nhân .... không có sao phụ huynh dám nói ....
129,Enjoyment,"phải nói là hài tàu hay thật đấy , luôn li kì và khó đoán kết quả , ý nghĩa thì thâm sau . hihi thích rồi đó"
1897,Disgust,giờ lắm bọn biến thái thế
435,Sadness,chị đầu tiên buồn v :((
716,Sadness,trời ơi tao chóng mặt quá đi :((
924,Disgust,"đúng kiểu tham lam mà tài năng thì có hạn , miệng thì bảo sợ ông vũ làm sạt nghiệp trung nguyên nhưng bản thân trước đó lại làm lỗ của công tình yêu 1700 tỉ , mụ đàn bà mặt dày"
946,Disgust,có tay mà người bị cụt tay . ko bao giờ sử dụng bàn tay đó . ngu trở lên nổi tiếng .
366,Anger,dume đồng nghiệp gặp hlin thì chỉ muốn nghỉ thôi
492,Other,ko nghe lời vợ mới là mấu chốt :)
1762,Disgust,"nói bao giờ cũng dẽ hơn làm , mà mặt 2 đứa này nhìn như mất mẹ dây thần kinh gì đấy"
1880,Surprise,"sản phẩm tốt đấy , có tính ứng dụng cao"
1046,Disgust,nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi hiền hana
378,Fear,"tao cưới rồi , cưới nữa cho vợ tao chém tao chết à"
789,Enjoyment,"tuyệt vời , chỉ cần họ thấy vui và hạnh phúc"
1728,Disgust,ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ .? quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu ..?
7,Enjoyment,cẩn thận mày lại có cháu sớm 🤣
239,Enjoyment,yêu hay không yêu không yêu hay yêu nói 1 lời 😂
1178,Enjoyment,tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ????
1790,Enjoyment,"thật sự mình rất thích bạn này , xem phim mỗi tập cứ canh đúng cảnh có bạn ý , dễ thương quá 😗😚😚😚😚😚"
1725,Surprise,bọn ngáo này mà cũng có người sợ nó nữa hả
953,Other,em đã bao giờ nghĩ đến mối quan hệ đồng tính ?
1061,Sadness,"từ khi lấy vợ , làm vlog thiếu muối hẳn huhu"
327,Disgust,nhưng đứa bạn thân đều là lũ khốn
525,Sadness,"vợ người ta chưa bao giờ làm tôi thất vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc đời rồi vẫn chưa tìm thấy 😓"
0,Disgust,hỏi nhây khiếp
